PersonID,FinancialID,Income,Credit_Score,Loan_Amount,Loan_Purpose,Employment_Status,Years_at_Current_Job,Payment_History,Debt-to-Income_Ratio_(%),Assets_Value,Previous_Defaults,Risk_Rating,,,,
8338,8338,75839,664,10642,Auto,Self-employed,1,Good,26,183112,4,Low,,,,
8339,8339,69933,792,26547,Business,Self-employed,6,Excellent,25,159741,1,Medium,,,,
8340,8340,69933,731,6479,Auto,Employed,8,Fair,24,225279,4,Medium,,,,
8341,8341,74836,699,10561,Personal,Unemployed,8,Good,26,246843,0,Low,,,,
8342,8342,113803,644,36037,Personal,Employed,8,Good,37,37935,4,Medium,,,,
8343,8343,111164,758,12236,Auto,Self-employed,19,Excellent,38,41019,0,High,,,,
8344,8344,27691,700,33906,Home,Employed,13,Poor,54,72061,1,Medium,,,,
8345,8345,100952,699,47245,Auto,Employed,1,Good,36,52573,4,Medium,,,,
8346,8346,58622,617,32139,Home,Self-employed,4,Fair,13,223220,0,Low,,,,
8347,8347,69933,644,27450,Personal,Self-employed,2,Fair,51,215286,0,Medium,,,,
8348,8348,59242,782,44752,Auto,Self-employed,5,Excellent,50,21925,4,Low,,,,
8349,8349,66110,699,27450,Business,Unemployed,5,Excellent,47,163669,4,Low,,,,
8350,8350,44541,699,28030,Personal,Self-employed,0,Excellent,57,240864,1,High,,,,
8351,8351,47678,748,8672,Personal,Self-employed,15,Good,38,148753,3,Low,,,,
8352,8352,24158,669,27450,Personal,Unemployed,13,Excellent,23,270536,2,Medium,,,,
8353,8353,92981,723,29427,Auto,Employed,13,Fair,11,113940,0,Medium,,,,
8354,8354,54117,699,17812,Business,Self-employed,6,Fair,11,48212,1,Medium,,,,
8355,8355,30965,665,43125,Home,Self-employed,5,Good,44,281792,4,Low,,,,
8356,8356,40785,682,36924,Home,Unemployed,1,Excellent,38,159731,3,Low,,,,
8357,8357,69933,749,35193,Personal,Self-employed,14,Excellent,20,159741,0,Low,,,,
8358,8358,80539,632,37879,Business,Self-employed,11,Poor,25,259661,3,Medium,,,,
8359,8359,85282,699,12348,Business,Self-employed,7,Good,30,139682,0,Low,,,,
8360,8360,60324,729,17505,Home,Unemployed,7,Excellent,14,206282,0,High,,,,
8361,8361,79613,693,11025,Personal,Employed,19,Excellent,11,159741,2,Low,,,,
8362,8362,95857,658,6774,Business,Employed,9,Poor,28,125841,1,Low,,,,
8363,8363,69933,605,26777,Home,Self-employed,4,Fair,55,118097,1,Low,,,,
8364,8364,93757,608,25931,Business,Employed,7,Good,52,159889,4,Low,,,,
8365,8365,32679,767,10823,Personal,Self-employed,6,Excellent,50,99330,3,Medium,,,,
8366,8366,69933,796,40253,Auto,Employed,16,Excellent,40,159741,0,Low,,,,
8367,8367,52784,605,37284,Auto,Self-employed,3,Excellent,43,217121,4,Medium,,,,
8368,8368,74476,637,9814,Business,Self-employed,12,Fair,32,243662,1,Medium,,,,
8369,8369,21461,630,9730,Auto,Unemployed,12,Excellent,59,147630,0,Low,,,,
8370,8370,69933,674,8552,Auto,Employed,12,Good,18,159741,2,Low,,,,
8371,8371,54208,664,37164,Business,Self-employed,1,Good,33,257724,2,Medium,,,,
8372,8372,75208,640,33930,Home,Self-employed,13,Excellent,59,82458,2,Low,,,,
8373,8373,100210,798,27450,Home,Unemployed,10,Good,33,227160,4,Medium,,,,
8374,8374,69933,699,21888,Personal,Self-employed,16,Good,40,159741,2,Low,,,,
8375,8375,118738,776,27450,Auto,Employed,1,Fair,14,282946,1,Medium,,,,
8376,8376,60286,630,34456,Business,Employed,0,Excellent,19,60816,2,High,,,,
8377,8377,107189,605,32427,Home,Self-employed,15,Fair,60,125402,2,High,,,,
8378,8378,83058,720,27450,Business,Self-employed,10,Good,23,214176,4,Medium,,,,
8379,8379,74021,641,27450,Auto,Employed,4,Excellent,23,57178,4,Low,,,,
8380,8380,101079,749,37630,Business,Employed,0,Fair,48,79533,2,High,,,,
8381,8381,80483,796,24203,Personal,Self-employed,6,Poor,26,278336,0,Low,,,,
8382,8382,47315,699,11647,Personal,Unemployed,19,Excellent,10,156223,2,Low,,,,
8383,8383,77300,689,46088,Business,Unemployed,5,Good,30,268593,0,High,,,,
8384,8384,21573,736,48995,Home,Self-employed,3,Poor,27,104049,0,Medium,,,,
8385,8385,28507,699,25753,Personal,Unemployed,10,Fair,42,86143,3,Low,,,,
8386,8386,40672,653,27450,Auto,Unemployed,9,Excellent,50,89792,2,Low,,,,
8387,8387,99624,751,28185,Personal,Unemployed,3,Excellent,48,196497,2,Low,,,,
8388,8388,22977,701,33836,Personal,Unemployed,6,Fair,36,85719,0,Low,,,,
8389,8389,76884,758,22006,Auto,Self-employed,11,Poor,35,159741,2,Medium,,,,
8390,8390,91123,699,33837,Personal,Self-employed,15,Excellent,56,171304,4,Medium,,,,
8391,8391,39897,764,22608,Auto,Employed,15,Excellent,58,195177,1,Low,,,,
8392,8392,43471,786,27450,Home,Unemployed,0,Excellent,47,227888,2,Medium,,,,
8393,8393,108623,714,27450,Auto,Unemployed,4,Poor,41,289934,2,Medium,,,,
8394,8394,92836,673,46620,Home,Employed,5,Poor,56,251569,3,High,,,,
8395,8395,58787,646,31086,Auto,Employed,10,Excellent,43,31036,3,Medium,,,,
8396,8396,80309,728,22392,Personal,Employed,12,Fair,37,163827,2,Low,,,,
8397,8397,41699,624,24775,Auto,Unemployed,11,Fair,20,159741,2,Low,,,,
8398,8398,114434,699,27450,Home,Employed,19,Good,12,127873,3,High,,,,
8399,8399,69933,627,23083,Home,Unemployed,17,Good,40,159741,4,Low,,,,
8400,8400,69933,761,24866,Auto,Employed,18,Excellent,45,110839,3,Low,,,,
8401,8401,91713,634,22926,Home,Employed,0,Good,49,267473,0,Low,,,,
8402,8402,25446,772,20674,Business,Unemployed,0,Fair,19,90685,3,Low,,,,
8403,8403,96064,699,8588,Auto,Unemployed,17,Fair,25,159741,2,Low,,,,
8404,8404,47384,699,27450,Home,Unemployed,6,Good,46,67184,2,High,,,,
8405,8405,21705,768,23232,Home,Employed,3,Fair,45,200972,0,High,,,,
8406,8406,25839,631,19454,Auto,Employed,7,Poor,11,160156,2,Low,,,,
8407,8407,100522,738,27450,Home,Employed,6,Poor,41,42343,2,Low,,,,
8408,8408,106496,771,8612,Auto,Employed,12,Good,30,41264,2,Low,,,,
8409,8409,102021,796,23981,Home,Employed,11,Fair,25,95171,2,Medium,,,,
8410,8410,69933,637,33821,Business,Employed,16,Fair,10,122511,4,Low,,,,
8411,8411,93885,761,31810,Personal,Unemployed,4,Fair,59,218768,3,Low,,,,
8412,8412,69933,680,15442,Auto,Unemployed,8,Poor,49,44425,2,Low,,,,
8413,8413,42623,779,33892,Personal,Unemployed,18,Poor,19,179510,2,High,,,,
8414,8414,107971,699,27450,Auto,Self-employed,15,Good,47,102205,2,Low,,,,
8415,8415,52406,699,15490,Personal,Employed,0,Excellent,53,159741,3,Low,,,,
8416,8416,100262,705,27450,Business,Self-employed,3,Poor,14,271888,1,Low,,,,
8417,8417,59978,709,9222,Auto,Unemployed,1,Poor,22,191011,2,Low,,,,
8418,8418,69933,711,9980,Personal,Employed,17,Fair,38,131606,4,Medium,,,,
8419,8419,92739,716,14702,Auto,Unemployed,15,Fair,54,159741,1,Low,,,,
8420,8420,75604,661,24900,Home,Unemployed,7,Fair,27,42006,2,High,,,,
8421,8421,100972,718,24493,Personal,Self-employed,18,Good,55,35575,1,Low,,,,
8422,8422,86504,699,13376,Home,Employed,10,Poor,33,127791,0,Low,,,,
8423,8423,69933,761,42473,Personal,Self-employed,14,Good,57,62219,4,Medium,,,,
8424,8424,77055,735,45907,Personal,Self-employed,4,Good,31,241939,3,Low,,,,
8425,8425,43082,729,29256,Auto,Employed,5,Fair,31,59970,3,Medium,,,,
8426,8426,115969,699,12865,Personal,Self-employed,19,Good,45,159741,3,Medium,,,,
8427,8427,30246,764,6493,Home,Employed,1,Good,25,27380,2,Low,,,,
8428,8428,70790,695,27450,Personal,Self-employed,2,Excellent,36,237212,3,Low,,,,
8429,8429,23423,666,43116,Auto,Unemployed,11,Poor,19,218770,2,Medium,,,,
8430,8430,32134,699,23748,Business,Self-employed,8,Poor,51,219991,2,Medium,,,,
8431,8431,31338,753,45245,Auto,Self-employed,4,Good,25,242829,0,Medium,,,,
8432,8432,20969,623,6124,Personal,Employed,9,Good,33,34172,2,Medium,,,,
8433,8433,69933,608,27450,Personal,Employed,3,Fair,37,143560,2,Medium,,,,
8434,8434,76078,661,28953,Auto,Self-employed,15,Excellent,21,214813,2,Low,,,,
8435,8435,69933,699,16156,Auto,Employed,3,Good,36,159741,2,Low,,,,
8436,8436,101238,682,34672,Business,Self-employed,3,Excellent,29,159741,3,Medium,,,,
8437,8437,75197,610,24036,Personal,Employed,18,Good,20,51892,2,Low,,,,
8438,8438,69933,741,27450,Personal,Employed,12,Fair,54,159741,1,Medium,,,,
8439,8439,29623,631,13143,Business,Unemployed,2,Poor,16,107045,2,Low,,,,
8440,8440,37533,699,19828,Business,Self-employed,5,Good,16,181842,0,Low,,,,
8441,8441,29947,799,27450,Personal,Unemployed,3,Good,53,268580,1,Low,,,,
8442,8442,87690,686,42257,Home,Unemployed,13,Fair,33,159741,2,Low,,,,
8443,8443,69933,640,36088,Home,Self-employed,15,Good,58,253157,2,Low,,,,
8444,8444,37769,699,10145,Business,Unemployed,2,Good,47,191109,3,Low,,,,
8445,8445,104946,699,27450,Business,Self-employed,9,Fair,34,159741,1,Low,,,,
8446,8446,67411,691,44880,Personal,Employed,0,Poor,38,225610,1,Low,,,,
8447,8447,60118,753,27450,Auto,Employed,16,Fair,30,159741,3,Low,,,,
8448,8448,21263,691,40486,Business,Self-employed,18,Fair,48,54956,2,Low,,,,
8449,8449,53069,610,8894,Personal,Self-employed,4,Poor,13,198807,2,Low,,,,
8450,8450,109328,772,33215,Business,Employed,16,Good,58,292963,2,Low,,,,
8451,8451,69933,696,45072,Home,Employed,0,Excellent,43,122944,2,Low,,,,
8452,8452,95396,694,22330,Personal,Self-employed,18,Poor,27,196118,0,Low,,,,
8453,8453,110918,699,39269,Home,Self-employed,12,Fair,19,44083,1,Low,,,,
8454,8454,68603,706,25530,Auto,Self-employed,3,Good,44,159741,2,Medium,,,,
8455,8455,55702,757,27450,Home,Unemployed,19,Poor,15,206890,1,Medium,,,,
8456,8456,99566,776,24904,Personal,Self-employed,13,Good,56,278838,0,Low,,,,
8457,8457,52076,737,7358,Business,Employed,0,Good,12,159741,1,Low,,,,
8458,8458,83649,699,34803,Business,Employed,17,Poor,51,159741,2,Medium,,,,
8459,8459,30165,699,14010,Personal,Self-employed,7,Excellent,19,57861,0,Medium,,,,
8460,8460,40828,686,23119,Business,Unemployed,1,Fair,11,144001,3,Medium,,,,
8461,8461,69933,730,32177,Personal,Employed,18,Poor,22,159741,1,Low,,,,
8462,8462,95837,724,13756,Personal,Self-employed,18,Fair,36,164350,3,Medium,,,,
8463,8463,57710,709,28488,Auto,Unemployed,17,Excellent,48,158583,2,Low,,,,
8464,8464,91192,705,33844,Home,Unemployed,16,Fair,26,30397,1,Medium,,,,
8465,8465,100145,762,34703,Business,Unemployed,19,Poor,16,293469,2,Low,,,,
8466,8466,112838,699,27450,Home,Unemployed,2,Excellent,25,223581,3,Low,,,,
8467,8467,71599,773,20638,Auto,Self-employed,3,Fair,14,127854,2,Medium,,,,
8468,8468,51558,718,27450,Personal,Employed,1,Fair,42,136125,3,Low,,,,
8469,8469,69933,799,48575,Auto,Self-employed,2,Poor,17,28235,3,High,,,,
8470,8470,113302,699,44308,Auto,Unemployed,10,Excellent,27,75306,4,Low,,,,
8471,8471,28678,622,39711,Personal,Employed,19,Excellent,26,159741,2,Medium,,,,
8472,8472,106127,642,6626,Business,Self-employed,5,Good,16,184753,2,Medium,,,,
8473,8473,71843,610,33671,Home,Self-employed,0,Fair,36,88386,0,Low,,,,
8474,8474,74971,682,25421,Business,Employed,0,Excellent,38,159741,0,Medium,,,,
8475,8475,95265,715,8880,Home,Self-employed,5,Good,27,273891,2,Low,,,,
8476,8476,99324,640,14110,Personal,Unemployed,8,Good,18,296339,3,Low,,,,
8477,8477,69933,702,13568,Business,Self-employed,2,Poor,11,146426,2,Low,,,,
8478,8478,92843,722,14944,Personal,Employed,2,Poor,44,182532,2,Low,,,,
8479,8479,69474,751,31858,Personal,Employed,7,Excellent,56,195240,2,Medium,,,,
8480,8480,77849,709,35038,Home,Unemployed,14,Poor,19,94886,0,Low,,,,
8481,8481,105097,699,5785,Auto,Self-employed,15,Good,19,67282,2,Low,,,,
8482,8482,69933,794,19646,Personal,Employed,16,Fair,46,189744,2,High,,,,
8483,8483,27855,714,22924,Auto,Employed,18,Excellent,56,245570,1,Medium,,,,
8484,8484,48962,705,24700,Home,Employed,7,Poor,30,159741,0,High,,,,
8485,8485,62591,703,37315,Business,Employed,19,Poor,40,267696,3,Medium,,,,
8486,8486,22693,618,48819,Auto,Unemployed,18,Poor,55,61380,2,Low,,,,
8487,8487,88095,636,49173,Auto,Unemployed,1,Good,45,274870,3,High,,,,
8488,8488,44883,740,28486,Home,Unemployed,10,Excellent,39,165329,2,Low,,,,
8489,8489,58278,708,26441,Personal,Self-employed,6,Poor,15,178004,4,Low,,,,
8490,8490,43765,796,27450,Auto,Self-employed,9,Good,24,22979,4,Low,,,,
8491,8491,33796,757,21151,Personal,Self-employed,14,Excellent,44,102702,2,Low,,,,
8492,8492,51644,688,27502,Business,Self-employed,18,Excellent,53,123927,0,Low,,,,
8493,8493,66923,699,24475,Personal,Self-employed,5,Fair,40,67624,1,High,,,,
8494,8494,87680,684,46103,Business,Self-employed,4,Poor,46,79483,4,Low,,,,
8495,8495,107846,728,13778,Auto,Unemployed,18,Fair,50,107469,2,Low,,,,
8496,8496,94727,643,45142,Auto,Self-employed,13,Good,10,127650,2,Low,,,,
8497,8497,119134,719,17765,Business,Unemployed,0,Fair,14,260164,0,Medium,,,,
8498,8498,69933,664,46379,Personal,Employed,19,Poor,55,106794,0,Medium,,,,
8499,8499,67405,744,5440,Auto,Self-employed,2,Excellent,33,247547,0,Medium,,,,
8500,8500,101141,605,18356,Personal,Self-employed,5,Poor,58,159741,2,Medium,,,,
8501,8501,103388,773,32832,Auto,Self-employed,5,Good,38,293058,4,Low,,,,
8502,8502,100358,634,5858,Home,Self-employed,9,Poor,48,159741,1,High,,,,
8503,8503,69933,798,37154,Auto,Unemployed,11,Excellent,58,84299,2,Medium,,,,
8504,8504,43563,699,26057,Personal,Employed,13,Good,31,131822,2,Low,,,,
8505,8505,21320,689,17350,Personal,Self-employed,16,Poor,21,280603,4,Low,,,,
8506,8506,95440,671,44117,Home,Employed,11,Good,46,159741,4,High,,,,
8507,8507,91632,635,26420,Personal,Self-employed,2,Poor,34,292807,0,Medium,,,,
8508,8508,116447,625,40013,Home,Self-employed,8,Poor,41,96128,2,Low,,,,
8509,8509,66052,699,46354,Personal,Unemployed,19,Good,55,191876,2,Low,,,,
8510,8510,69933,612,18421,Personal,Unemployed,13,Poor,53,191765,4,Low,,,,
8511,8511,56292,648,27450,Personal,Employed,5,Fair,24,55825,0,Low,,,,
8512,8512,27799,699,18558,Auto,Self-employed,5,Good,12,148175,0,Medium,,,,
8513,8513,41910,755,24166,Auto,Self-employed,11,Good,51,37827,3,Medium,,,,
8514,8514,53902,699,8924,Personal,Self-employed,18,Excellent,33,48613,2,Low,,,,
8515,8515,104764,725,25357,Home,Unemployed,1,Good,15,100787,3,Medium,,,,
8516,8516,77235,745,21561,Personal,Employed,13,Poor,48,231415,2,Medium,,,,
8517,8517,69933,702,21585,Personal,Unemployed,15,Fair,22,84415,2,Low,,,,
8518,8518,39693,790,30117,Auto,Unemployed,3,Poor,21,20199,1,Low,,,,
8519,8519,29895,699,49906,Home,Unemployed,4,Fair,36,231778,2,Low,,,,
8520,8520,73830,739,36507,Home,Employed,2,Fair,38,159741,2,High,,,,
8521,8521,117204,798,6753,Business,Self-employed,14,Poor,56,197306,0,Low,,,,
8522,8522,110426,627,5787,Home,Self-employed,5,Excellent,54,216555,0,Low,,,,
8523,8523,88230,791,12587,Personal,Self-employed,14,Fair,26,148574,4,High,,,,
8524,8524,42735,693,35460,Business,Employed,9,Poor,25,222338,0,Medium,,,,
8525,8525,62710,751,27718,Personal,Employed,14,Poor,14,262097,2,Medium,,,,
8526,8526,103227,727,5857,Personal,Self-employed,15,Fair,56,265503,2,Medium,,,,
8527,8527,35455,689,11244,Home,Employed,6,Excellent,43,53889,3,Medium,,,,
8528,8528,58734,604,19903,Business,Unemployed,6,Fair,18,267531,2,Low,,,,
8529,8529,102782,676,22451,Home,Employed,8,Excellent,16,290438,1,High,,,,
8530,8530,43574,610,32520,Business,Unemployed,19,Good,34,96780,3,Low,,,,
8531,8531,45874,723,27450,Home,Unemployed,3,Good,52,159741,2,Low,,,,
8532,8532,68216,767,27450,Business,Unemployed,8,Good,20,277135,2,Low,,,,
8533,8533,65819,688,39769,Auto,Unemployed,16,Good,46,195955,4,Medium,,,,
8534,8534,47728,668,10797,Auto,Employed,6,Poor,21,65644,2,Medium,,,,
8535,8535,55162,639,25592,Business,Unemployed,7,Good,21,137826,2,Low,,,,
8536,8536,54678,661,13142,Personal,Self-employed,16,Excellent,57,148254,0,Low,,,,
8537,8537,69933,781,30944,Home,Self-employed,3,Excellent,29,41193,4,Low,,,,
8538,8538,41326,728,27450,Personal,Employed,10,Good,55,155077,3,Low,,,,
8539,8539,69933,661,39755,Personal,Employed,4,Poor,36,78803,3,Low,,,,
8540,8540,76588,699,41537,Business,Self-employed,12,Good,22,144747,4,Low,,,,
8541,8541,29711,635,48326,Business,Unemployed,9,Poor,50,223217,2,Low,,,,
8542,8542,69933,688,25907,Home,Employed,1,Poor,31,39322,2,Low,,,,
8543,8543,69933,699,14418,Business,Self-employed,7,Good,48,159741,0,Low,,,,
8544,8544,62589,652,21176,Home,Self-employed,6,Poor,27,291151,4,Low,,,,
8545,8545,55271,699,27450,Home,Employed,0,Fair,45,124628,2,Low,,,,
8546,8546,36972,727,16044,Home,Unemployed,1,Poor,38,105329,2,Medium,,,,
8547,8547,117803,699,41962,Home,Employed,0,Fair,32,133256,1,Low,,,,
8548,8548,108116,686,11567,Business,Employed,7,Fair,32,76928,3,Low,,,,
8549,8549,22631,650,5987,Business,Unemployed,11,Poor,13,171255,3,Low,,,,
8550,8550,94374,734,17225,Personal,Employed,9,Good,11,262453,0,Medium,,,,
8551,8551,69744,771,23470,Personal,Unemployed,4,Good,46,39976,0,Low,,,,
8552,8552,117222,663,8462,Business,Employed,5,Excellent,20,206767,3,Medium,,,,
8553,8553,61504,676,27450,Business,Employed,5,Fair,49,278529,0,Low,,,,
8554,8554,25351,703,35886,Home,Unemployed,2,Fair,49,96192,1,Medium,,,,
8555,8555,37216,731,49248,Home,Employed,13,Good,55,159741,2,Low,,,,
8556,8556,84555,735,40341,Personal,Employed,18,Excellent,56,49334,0,Low,,,,
8557,8557,33071,699,41492,Business,Self-employed,8,Good,33,217741,2,Low,,,,
8558,8558,81922,766,8569,Personal,Self-employed,1,Poor,29,159741,0,Medium,,,,
8559,8559,69933,682,34872,Home,Unemployed,2,Poor,24,58494,1,Low,,,,
8560,8560,87484,735,27450,Home,Employed,0,Good,49,155036,1,Medium,,,,
8561,8561,66840,712,45817,Home,Employed,5,Excellent,21,70792,3,Low,,,,
8562,8562,46283,635,35323,Home,Employed,14,Excellent,14,128721,3,Low,,,,
8563,8563,68423,747,37014,Personal,Self-employed,4,Excellent,58,159741,2,Low,,,,
8564,8564,69933,737,27316,Home,Unemployed,19,Good,19,261212,1,High,,,,
8565,8565,35797,612,48128,Business,Employed,5,Fair,57,233648,2,Low,,,,
8566,8566,105359,760,41119,Home,Unemployed,10,Good,18,159741,1,Low,,,,
8567,8567,89245,620,28658,Auto,Self-employed,14,Excellent,11,137510,0,Medium,,,,
8568,8568,52683,671,43183,Auto,Self-employed,6,Good,24,57425,2,Low,,,,
8569,8569,99509,798,19836,Business,Employed,3,Fair,11,159741,2,Low,,,,
8570,8570,69933,738,24259,Business,Self-employed,13,Excellent,13,159741,0,Low,,,,
8571,8571,23554,718,46249,Home,Self-employed,8,Good,48,131541,0,Medium,,,,
8572,8572,69933,739,33450,Business,Employed,3,Excellent,40,159741,3,Medium,,,,
8573,8573,102158,720,24727,Auto,Self-employed,4,Fair,35,159741,0,Low,,,,
8574,8574,90509,613,44630,Personal,Employed,12,Fair,39,271999,2,Medium,,,,
8575,8575,69933,728,36099,Personal,Unemployed,13,Excellent,46,139190,1,Low,,,,
8576,8576,101574,706,21992,Business,Self-employed,18,Poor,53,68792,1,Low,,,,
8577,8577,68372,672,17949,Business,Self-employed,19,Good,52,22732,4,Low,,,,
8578,8578,28444,699,33536,Personal,Employed,11,Poor,58,102712,3,Low,,,,
8579,8579,69933,738,27450,Home,Self-employed,5,Good,50,59916,4,Low,,,,
8580,8580,46732,736,48992,Auto,Employed,5,Excellent,30,211410,2,Low,,,,
8581,8581,65382,699,27450,Personal,Employed,17,Excellent,41,106355,2,High,,,,
8582,8582,54837,670,16969,Auto,Unemployed,13,Excellent,34,238618,2,Low,,,,
8583,8583,66057,699,46154,Business,Employed,1,Good,40,47257,4,Low,,,,
8584,8584,118706,675,13272,Business,Employed,13,Fair,43,119319,0,Low,,,,
8585,8585,59587,697,18147,Business,Unemployed,9,Poor,50,70970,0,High,,,,
8586,8586,69933,613,44342,Personal,Unemployed,11,Fair,38,152362,2,Low,,,,
8587,8587,58723,736,40898,Home,Employed,15,Fair,34,126115,3,Medium,,,,
8588,8588,36636,706,9726,Home,Self-employed,17,Poor,24,97035,2,Low,,,,
8589,8589,116542,732,41342,Personal,Self-employed,15,Good,36,216669,1,Medium,,,,
8590,8590,60641,636,12506,Home,Self-employed,13,Fair,48,20938,2,Low,,,,
8591,8591,112404,699,44529,Personal,Employed,4,Poor,20,282266,2,Low,,,,
8592,8592,51977,707,46638,Home,Unemployed,13,Good,36,216771,2,Medium,,,,
8593,8593,49654,651,27450,Personal,Unemployed,11,Fair,45,73437,4,Low,,,,
8594,8594,76899,780,48485,Business,Employed,17,Poor,41,248014,2,High,,,,
8595,8595,81630,694,46571,Auto,Unemployed,3,Poor,37,287294,0,Medium,,,,
8596,8596,94586,794,29131,Auto,Employed,5,Good,53,127165,3,Low,,,,
8597,8597,113445,786,49221,Personal,Unemployed,10,Excellent,35,95489,3,Medium,,,,
8598,8598,69933,709,21709,Home,Unemployed,2,Poor,14,246966,0,Low,,,,
8599,8599,40140,699,8464,Business,Self-employed,3,Good,32,135913,1,Low,,,,
8600,8600,110257,660,7266,Business,Unemployed,9,Poor,16,159741,4,High,,,,
8601,8601,99417,653,43490,Auto,Employed,7,Poor,19,214068,2,Low,,,,
8602,8602,110941,615,27450,Business,Self-employed,15,Excellent,15,237482,2,Low,,,,
8603,8603,23044,775,49408,Business,Unemployed,11,Excellent,35,159741,0,Low,,,,
8604,8604,26840,699,6153,Business,Employed,18,Good,55,264846,2,Low,,,,
8605,8605,33580,715,28132,Personal,Unemployed,3,Poor,11,157009,4,Low,,,,
8606,8606,50706,699,27450,Auto,Self-employed,9,Excellent,30,105398,1,Medium,,,,
8607,8607,108301,699,38058,Auto,Self-employed,4,Excellent,30,264121,0,Medium,,,,
8608,8608,32366,643,36636,Home,Unemployed,10,Good,48,159741,2,Medium,,,,
8609,8609,73326,673,6321,Home,Unemployed,4,Fair,33,67836,1,Low,,,,
8610,8610,21552,683,45047,Home,Self-employed,1,Fair,16,159741,0,Medium,,,,
8611,8611,66390,778,44361,Personal,Employed,7,Excellent,24,72425,2,Low,,,,
8612,8612,69933,746,10167,Home,Employed,2,Fair,47,208807,2,Low,,,,
8613,8613,37959,665,44147,Business,Unemployed,6,Good,35,60469,2,Low,,,,
8614,8614,31226,657,48782,Personal,Unemployed,3,Fair,31,225269,4,Low,,,,
8615,8615,88446,701,23405,Auto,Self-employed,3,Poor,59,279604,1,Medium,,,,
8616,8616,90655,779,27450,Personal,Employed,11,Excellent,22,159741,2,Medium,,,,
